time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.876513,-1.1092,-0.0494,0.2365,1.135
4.887533,-0.9578,-0.0502,0.3240,1.012
4.896246,-0.7615,-0.0241,0.3687,0.846
4.907480,-0.5913,-0.0253,0.2876,0.658
4.920303,-0.4766,0.0281,0.2431,0.536
4.927711,-0.4051,0.0406,0.1942,0.451
4.937877,-0.2692,0.0805,0.1552,0.321
4.947985,-0.1383,0.0523,0.1138,0.187
4.956983,-0.0673,0.0651,0.0852,0.127
4.968050,-0.0285,0.0508,0.0974,0.114
4.976216,0.0197,0.0636,0.0695,0.096
4.986249,0.0620,0.0493,0.0020,0.079
4.997015,0.0554,0.0490,-0.0501,0.089
5.006201,0.0400,0.0489,-0.0456,0.078
5.016757,-0.0912,0.0491,-0.0530,0.116
5.030838,-0.2116,0.0222,-0.0186,0.214
5.039944,-0.2370,0.0361,0.0038,0.240
5.047374,-0.2078,-0.0183,0.0148,0.209
5.057665,-0.1510,-0.0048,0.0142,0.152
5.066499,-0.1211,0.0358,0.0148,0.127
5.076961,-0.0233,0.0356,0.0159,0.045
5.087882,0.0202,0.0217,0.0037,0.030
5.096465,0.0510,-0.0195,0.0459,0.071
5.107178,0.1232,-0.0334,0.0740,0.148
5.123785,0.1273,-0.0337,0.0608,0.145
5.127138,0.1445,-0.0885,0.0065,0.170
5.137499,0.1197,-0.1295,0.0064,0.176
5.146936,0.0529,-0.1432,-0.0213,0.154
5.157411,-0.0283,-0.1295,-0.0902,0.160
5.166655,-0.1097,-0.1431,-0.2269,0.290
5.177459,-0.1645,-0.1976,-0.3223,0.412
5.187303,-0.1655,-0.2248,-0.3630,0.458
5.196369,-0.0443,-0.2111,-0.3076,0.376
5.207565,0.0495,-0.1704,-0.2090,0.274
5.223485,0.1157,-0.0890,-0.0532,0.155
5.226388,0.1682,-0.0077,0.0502,0.176
5.236338,0.2748,0.0735,0.1133,0.306
5.248609,0.3943,0.1003,0.0805,0.415
5.257619,0.5529,0.1409,0.0470,0.573
5.266575,0.6404,0.1409,-0.0277,0.656
5.276274,0.6283,0.1412,-0.0892,0.650
5.287984,0.5023,0.1145,-0.0695,0.520
5.296454,0.3448,0.1153,-0.0504,0.367
5.306274,0.2659,0.1436,-0.0589,0.308
5.317331,0.1720,0.0629,-0.1222,0.220
5.328608,0.1736,0.0775,-0.1590,0.248
5.340735,0.2162,0.0649,-0.2097,0.308
5.348472,0.2183,0.0385,-0.2606,0.342
5.358050,0.1807,0.0257,-0.2708,0.327
5.367732,0.1178,-0.0145,-0.2398,0.268
5.377079,0.0440,-0.0687,-0.1937,0.210
5.388158,-0.1355,-0.1095,-0.0909,0.197
5.397815,-0.3394,-0.1371,-0.0273,0.367
5.407611,-0.5417,-0.1375,0.0371,0.560
5.422160,-0.7660,-0.1517,0.1281,0.791
5.427913,-0.9122,-0.1798,0.1226,0.938
5.438471,-0.9786,-0.2354,0.0475,1.008
5.448158,-0.9390,-0.2777,-0.0287,0.980
5.459322,-0.7554,-0.1978,-0.0649,0.784
5.467833,-0.4994,-0.2271,-0.1429,0.567
5.486575,-0.2701,-0.1907,-0.1646,0.369
